,sessionStepId,session.sessionId,steps.stepId,steps.filePath,steps.stepCategory,steps.prompt,start_time_groundtruth,end_time_groundtruth,session.sessionScriptId,steps.name,steps.sequenceNumber,steps.elicitType,session.language,sessionId,stepId,RatePhonationStepMaxVoicedDuration,RatePhonationStepMaxVoicedDurationNoAmbient,RatePhonationStepPauseCount,RatePhonationStepPauseCountNoAmbient,RatePhonationStepPauseMean,RatePhonationStepPauseMeanNoAmbient,RatePhonationStepPausePercent,RatePhonationStepPausePercentNoAmbient,RatePhonationStepSpeechEndTime,RatePhonationStepSpeechEndTimeNoAmbient,RatePhonationStepSpeechStartTime,RatePhonationStepSpeechStartTimeNoAmbient,RatePhonationStepSpeechTotalDuration,RatePhonationStepSpeechTotalDurationNoAmbient,RatePhonationStepTotalVoicedDuration,RatePhonationStepTotalVoicedDurationNoAmbient,RateSentenceStepArticulationSpeed,RateSentenceStepArticulationSpeedNoAmbient,RateSentenceStepMaxVoicedDuration,RateSentenceStepMaxVoicedDurationNoAmbient,RateSentenceStepPauseCount,RateSentenceStepPauseCountNoAmbient,RateSentenceStepPauseMean,RateSentenceStepPauseMeanNoAmbient,RateSentenceStepPausePercent,RateSentenceStepPausePercentNoAmbient,RateSentenceStepSpeechEndTime,RateSentenceStepSpeechEndTimeNoAmbient,RateSentenceStepSpeechSpeed,RateSentenceStepSpeechSpeedNoAmbient,RateSentenceStepSpeechStartTime,RateSentenceStepSpeechStartTimeNoAmbient,RateSentenceStepTotalSpeechDuration,RateSentenceStepTotalSpeechDurationNoAmbient,RateSentenceStepTotalVoicedDuration,RateSentenceStepTotalVoicedDurationNoAmbient,asr_engine_aws,asr_start_time_aws,asr_end_time_aws,transcript_aws,asr_engine_google,asr_start_time_google,asr_end_time_google,transcript_google
83,1032-20170909-0738-7,1032-20170909-0738,7,/home/prad/datasets/phonation_data/1032-20170909-0738-7.wav,phonation,"Say ""aaah""",0.35434,29.31771,vad_analysis,7,7,speech,en-us,1032-20170909-0738,7.0,28.935,28.755,0.0,0.0,0.0,0.0,0.0,0.0,29.2696875,29.115,0.3346875000000002,0.36,28.935,28.755,28.935,28.755,,,28.935,9.315,0.0,8.0,0.0,0.8400000000000003,0.0,0.2478632478632479,29.2696875,28.44,,,0.3346875000000002,0.36,28.935,28.08,28.935,21.12,aws,0.24,29.46,00!,google,,,
84,1015-20170617-2130-7,1015-20170617-2130,7,/home/prad/datasets/phonation_data/1015-20170617-2130-7.wav,phonation,"Say ""aaah""",,,vad_analysis,7,7,speech,en-us,1015-20170617-2130,7.0,0.5400000000000027,,7.0,,2.1835714285714287,,0.8310539018503618,,18.6478125,,0.0028125000000001,,18.645,,3.1500000000000066,,,,2.1,,9.0,,1.1050000000000004,,0.5478680611423974,,18.6478125,,,,0.0028125000000001,,18.645,,8.430000000000001,,aws,0.74,14.96,"money, More money must be known. And then a man, um moment. No. Hmm?",google,,,
85,1045-20171116-0836-7,1045-20171116-0836,7,/home/prad/datasets/phonation_data/1045-20171116-0836-7.wav,phonation,"Say ""aaah""",0.50797,20.41654,vad_analysis,7,7,speech,en-us,1045-20171116-0836,7.0,19.905,19.75500000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.403375,20.295,0.4983750000000002,0.54,19.905,19.75500000000001,19.905,19.75500000000001,,,19.905,14.835,0.0,2.0,0.0,0.870000000000001,0.0,0.0984413453650531,20.403375,18.825,,,0.4983750000000002,0.54,19.905,18.285,19.905,16.485000000000007,aws,0.44,20.45,Oh!,google,,,
86,1010-20170829-0932-7,1010-20170829-0932,7,/home/prad/datasets/phonation_data/1010-20170829-0932-7.wav,phonation,"Say ""aaah""",0.27548,13.906720000000002,vad_analysis,7,7,speech,en-us,1010-20170829-0932,7.0,13.635000000000002,13.575,0.0,0.0,0.0,0.0,0.0,0.0,13.886875000000002,13.845,0.2518750000000001,0.27,13.635000000000002,13.575,13.635000000000002,13.575,,,13.65,6.09,0.0,5.0,0.0,0.7679999999999998,0.0,0.3029612756264237,13.901875,13.44,,,0.2518750000000001,0.27,13.65,13.17,13.65,9.18,aws,0.76,3.8,the supermarket change shut down because of poor management.,google,,,
87,1042-20171216-0947-7,1042-20171216-0947,7,/home/prad/datasets/phonation_data/1042-20171216-0947-7.wav,phonation,"Say ""aaah""",0.51795,12.29527,vad_analysis,7,7,speech,en-us,1042-20171216-0947,7.0,11.745,11.685,0.0,0.0,0.0,0.0,0.0,0.0,12.271,12.24,0.5259999999999998,0.555,11.745,11.685,11.745,11.685,,,11.745,11.64,0.0,0.0,0.0,0.0,0.0,0.0,12.271,12.18,,,0.5259999999999998,0.54,11.745,11.64,11.745,11.64,aws,0.44,12.35,"Ah! Uh ah, uh",google,,,
88,1018-20170823-2332-7,1018-20170823-2332,7,/home/prad/datasets/phonation_data/1018-20170823-2332-7.wav,phonation,"Say ""aaah""",1.27368,17.85324,vad_analysis,7,7,speech,en-us,1018-20170823-2332,7.0,16.499999999999996,16.455,0.0,0.0,0.0,0.0,0.0,0.0,17.826124999999994,17.805,1.3261249999999998,1.35,16.499999999999996,16.455,16.499999999999996,16.455,,,16.499999999999996,15.945,0.0,0.0,0.0,0.0,0.0,0.0,17.826124999999994,17.31,,,1.3261249999999998,1.365,16.499999999999996,15.945,16.499999999999996,15.945,aws,0.64,15.79,Oh!,google,,,
89,1033-20170903-0530-7,1033-20170903-0530,7,/home/prad/datasets/phonation_data/1033-20170903-0530-7.wav,phonation,"Say ""aaah""",1.65166,13.97572,vad_analysis,7,7,speech,en-us,1033-20170903-0530,7.0,11.789999999999996,,0.0,,0.0,,0.0,,13.623312499999995,,1.8333125,,11.789999999999996,,11.789999999999996,,,,12.045,,0.0,,0.0,,0.0,,13.8633125,,,,1.8183125,,12.045,,12.045,,aws,1.64,14.06,Oh!,google,,,
90,1015-20170620-2054-7,1015-20170620-2054,7,/home/prad/datasets/phonation_data/1015-20170620-2054-7.wav,phonation,"Say ""aaah""",,,vad_analysis,7,7,speech,en-us,1015-20170620-2054,7.0,0.3600000000000012,,1.0,,7.065,,0.9096153846153844,,7.8051875000000015,,0.0051874999999999,,7.800000000000002,,0.7050000000000018,,,,1.8000000000000007,,8.0,,0.6506250000000001,,0.406040268456376,,13.4151875,,,,0.0051874999999999,,13.41,,7.964999999999997,,aws,0.14,4.19,Oh!,google,,,
91,1011-20170811-1109-7,1011-20170811-1109,7,/home/prad/datasets/phonation_data/1011-20170811-1109-7.wav,phonation,"Say ""aaah""",0.09627,29.90694,vad_analysis,7,7,speech,en-us,1011-20170811-1109,7.0,29.73,29.715,0.0,0.0,0.0,0.0,0.0,0.0,29.81125,29.805,0.0812500000000002,0.09,29.73,29.715,29.73,29.715,,,29.73,7.740000000000002,0.0,10.0,0.0,1.359,0.0,0.4957173447537472,29.81125,28.11,,,0.0812500000000002,0.09,29.73,28.02,29.73,14.130000000000004,aws,,,,google,,,
92,1017-20170818-1809-7,1017-20170818-1809,7,/home/prad/datasets/phonation_data/1017-20170818-1809-7.wav,phonation,"Say ""aaah""",0.7609899999999999,21.97453,vad_analysis,7,7,speech,en-us,1017-20170818-1809,7.0,21.225,17.939999999999994,1.0,3.0,1.3800000000000026,0.8300000000000006,0.061437908496732,0.113831899404368,23.69225,23.43,0.7422499999999999,0.765,22.95000000000001,22.665,21.54000000000001,20.085,,,21.24,11.94,1.0,7.0,1.365000000000002,0.9107142857142858,0.0607843137254901,0.3153735632183909,23.69225,21.63,,,0.7422499999999999,0.75,22.95000000000001,20.88,21.555000000000003,14.294999999999998,aws,,,,google,,,
93,1028-20170826-1156-7,1028-20170826-1156,7,/home/prad/datasets/phonation_data/1028-20170826-1156-7.wav,phonation,"Say ""aaah""",0.54803,17.53899,vad_analysis,7,7,speech,en-us,1028-20170826-1156,7.0,17.009999999999998,5.025,0.0,7.0,0.0,0.4307142857142854,0.0,0.1943942133815552,17.5343125,17.175,0.5243125000000006,0.585,17.009999999999998,16.59,17.009999999999998,13.365,,,17.009999999999998,4.725,0.0,4.0,0.0,1.1437499999999998,0.0,0.2832579185520364,17.5343125,17.145,,,0.5243125000000006,0.57,17.009999999999998,16.575,17.009999999999998,11.879999999999995,aws,0.44,17.66,"Oh, uh",google,,,
94,1006-20171123-0904-7,1006-20171123-0904,7,/home/prad/datasets/phonation_data/1006-20171123-0904-7.wav,phonation,"Say ""aaah""",0.6161300000000001,26.901190000000003,vad_analysis,7,7,speech,en-us,1006-20171123-0904,7.0,26.16,26.175,0.0,0.0,0.0,0.0,0.0,0.0,26.8150625,26.835,0.6550624999999997,0.66,26.16,26.175,26.16,26.175,,,26.16,11.1,0.0,4.0,0.0,2.4,0.0,0.4175257731958762,26.8150625,23.94,,,0.6550624999999997,0.66,26.16,23.28,26.16,13.560000000000002,aws,0.94,4.18,the Standards committee met this afternoon in an open meeting.,google,,,
95,1011-20170919-1044-7,1011-20170919-1044,7,/home/prad/datasets/phonation_data/1011-20170919-1044-7.wav,phonation,"Say ""aaah""",0.09692,22.81314,vad_analysis,7,7,speech,en-us,1011-20170919-1044,7.0,22.695,22.68,0.0,0.0,0.0,0.0,0.0,0.0,22.7785,22.77,0.0835000000000003,0.09,22.695,22.68,22.695,22.68,,,22.695,6.96,0.0,5.0,0.0,0.6810000000000004,0.0,0.1586345381526102,22.7785,22.5,,,0.0835000000000003,0.09,22.695,22.41,22.695,18.855000000000004,aws,0.04,29.34,a.,google,,,
96,1029-20171021-1152-7,1029-20171021-1152,7,/home/prad/datasets/phonation_data/1029-20171021-1152-7.wav,phonation,"Say ""aaah""",0.51507,10.53086,vad_analysis,7,7,speech,en-us,1029-20171021-1152,7.0,9.96,9.825,0.0,0.0,0.0,0.0,0.0,0.0,10.4525625,10.335,0.4925625,0.51,9.96,9.825,9.96,9.825,,,9.96,7.1850000000000005,0.0,3.0,0.0,0.365,0.0,0.1318864774624372,10.4525625,9.495,,,0.4925625,0.51,9.96,8.985,9.96,7.800000000000002,aws,0.34,10.66,"Oh, uh",google,,,
97,1024-20170720-2314-7,1024-20170720-2314,7,/home/prad/datasets/phonation_data/1024-20170720-2314-7.wav,phonation,"Say ""aaah""",0.6283,10.05569,vad_analysis,7,7,speech,en-us,1024-20170720-2314,7.0,9.42,9.315,0.0,0.0,0.0,0.0,0.0,0.0,10.0440625,9.96,0.6240624999999995,0.645,9.42,9.315,9.42,9.315,,,9.405,8.385,0.0,0.0,0.0,0.0,0.0,0.0,10.0290625,9.15,,,0.6240624999999995,0.765,9.405,8.385,9.405,8.385,aws,0.94,13.27,Uh oh.,google,,,
98,1014-20170612-2152-7,1014-20170612-2152,7,/home/prad/datasets/phonation_data/1014-20170612-2152-7.wav,phonation,"Say ""aaah""",0.59575,16.48765,vad_analysis,7,7,speech,en-us,1014-20170612-2152,7.0,16.049999999999994,10.875,0.0,1.0,0.0,0.209999999999999,0.0,0.0150659133709981,16.566125,16.53,0.5161250000000006,0.6,16.049999999999994,15.93,16.049999999999994,15.69,,,16.08,7.6800000000000015,0.0,3.0,0.0,0.47,0.0,0.0969932104752667,16.581125,16.05,,,0.501125,0.585,16.08,15.465,16.08,13.965,aws,3.24,14.89,"the then chairman News Lilan The main, Moreover, the Yeah, I mean, on duh gone and",google,,,
99,1035-20171019-1020-7,1035-20171019-1020,7,/home/prad/datasets/phonation_data/1035-20171019-1020-7.wav,phonation,"Say ""aaah""",,,vad_analysis,7,7,speech,en-us,1035-20171019-1020,7.0,0.9450000000000004,,3.0,,0.8299999999999995,,0.5088757396449702,,5.109125,,0.0391249999999994,,5.07,,2.490000000000001,,,,0.8999999999999995,,5.0,,1.3050000000000002,,0.6037991858887383,,11.094124999999998,,,,0.0391249999999994,,11.055,,4.379999999999998,,aws,,,,google,,,
100,1015-20170731-0837-7,1015-20170731-0837,7,/home/prad/datasets/phonation_data/1015-20170731-0837-7.wav,phonation,"Say ""aaah""",,,vad_analysis,7,7,speech,en-us,1015-20170731-0837,7.0,0.9599999999999992,,4.0,,1.98,,0.7657142857142858,,10.5131875,,0.0131874999999999,,10.5,,2.4599999999999964,,,,1.785,,9.0,,1.1366666666666674,,0.6060606060606061,,17.3381875,,,,0.0131874999999999,,17.325,,6.8249999999999975,,aws,,,,google,,,
101,1043-20180129-0703-7,1043-20180129-0703,7,/home/prad/datasets/phonation_data/1043-20180129-0703-7.wav,phonation,"Say ""aaah""",0.0,29.96,vad_analysis,7,7,speech,en-us,1043-20180129-0703,7.0,29.85,19.74,0.0,2.0,0.0,0.2250000000000014,0.0,0.0170511534603811,29.8549375,29.925,0.0049374999999995,0.015,29.85,29.91,29.85,29.4,,,29.85,6.69,0.0,13.0,0.0,1.2507692307692306,0.0,0.5563909774436089,29.8549375,29.925,,,0.0049374999999995,0.0,29.85,29.925,29.85,13.275000000000004,aws,,,,google,,,
102,1056-20180217-1800-7,1056-20180217-1800,7,/home/prad/datasets/phonation_data/1056-20180217-1800-7.wav,phonation,"Say ""aaah""",1.40691,18.81825,vad_analysis,7,7,speech,en-us,1056-20180217-1800,7.0,17.355,10.05,0.0,7.0,0.0,0.3471428571428573,0.0,0.1565836298932384,18.7501875,18.285,1.3951875,1.425,17.355,16.86,17.355,14.22,,,17.355,8.895,0.0,2.0,0.0,2.865,0.0,0.3480613165013526,18.7501875,18.045,,,1.3951875,1.41,17.355,16.635,17.355,10.845,aws,1.24,19.26,Uh huh. Mm hmm.,google,,,
103,1006-20170731-0930-7,1006-20170731-0930,7,/home/prad/datasets/phonation_data/1006-20170731-0930-7.wav,phonation,"Say ""aaah""",0.59654,13.65329,vad_analysis,7,7,speech,en-us,1006-20170731-0930,7.0,12.884999999999998,12.945,0.0,1.0,0.0,0.6899999999999995,0.0,0.0525739320920044,13.492874999999998,14.295,0.6078749999999999,0.6,12.884999999999998,13.695,12.884999999999998,12.975,,,12.884999999999998,10.02,0.0,1.0,0.0,0.4350000000000005,0.0,0.0439716312056739,13.492874999999998,11.22,,,0.6078749999999999,0.645,12.884999999999998,10.575,12.884999999999998,10.11,aws,0.72,4.15,the chairman decided to pave over the shopping center garden.,google,,,
104,1011-20170601-1005-7,1011-20170601-1005,7,/home/prad/datasets/phonation_data/1011-20170601-1005-7.wav,phonation,"Say ""aaah""",0.24871,18.69412,vad_analysis,7,7,speech,en-us,1011-20170601-1005,7.0,18.42,18.315,0.0,0.0,0.0,0.0,0.0,0.0,18.6535,18.63,0.2334999999999998,0.315,18.42,18.315,18.42,18.315,,,18.42,9.66,0.0,2.0,0.0,3.03,0.0,0.3520276100086281,18.6535,17.715,,,0.2334999999999998,0.33,18.42,17.385,18.42,11.265,aws,,,,google,,,
105,1011-20170903-1035-7,1011-20170903-1035,7,/home/prad/datasets/phonation_data/1011-20170903-1035-7.wav,phonation,"Say ""aaah""",0.09714,29.32861,vad_analysis,7,7,speech,en-us,1011-20170903-1035,7.0,29.325,29.145,0.0,0.0,0.0,0.0,0.0,0.0,29.3978125,29.25,0.0728124999999999,0.105,29.325,29.145,29.325,29.145,,,29.31,5.775,0.0,7.0,0.0,1.6950000000000007,0.0,0.4160206718346254,29.3828125,29.13,,,0.0728124999999999,0.105,29.31,29.025,29.31,16.949999999999996,aws,0.14,11.87,Oh!,google,,,
106,1043-20171213-0723-7,1043-20171213-0723,7,/home/prad/datasets/phonation_data/1043-20171213-0723-7.wav,phonation,"Say ""aaah""",0.18552,29.98,vad_analysis,7,7,speech,en-us,1043-20171213-0723,7.0,29.67,29.43,0.0,0.0,0.0,0.0,0.0,0.0,29.87325,29.94,0.2032499999999997,0.51,29.67,29.43,29.67,29.43,,,29.67,9.21,0.0,6.0,0.0,1.9425000000000008,0.0,0.4081738230729435,29.87325,29.865,,,0.2032499999999997,0.87,29.67,28.995,29.67,17.16,aws,,,,google,,,
107,1056-20171231-1554-7,1056-20171231-1554,7,/home/prad/datasets/phonation_data/1056-20171231-1554-7.wav,phonation,"Say ""aaah""",1.06596,17.87775,vad_analysis,7,7,speech,en-us,1056-20171231-1554,7.0,16.755000000000006,16.62,0.0,0.0,0.0,0.0,0.0,0.0,17.8115625,17.715,1.0565625,1.095,16.755000000000006,16.62,16.755000000000006,16.62,,,16.755000000000006,16.05,0.0,0.0,0.0,0.0,0.0,0.0,17.8115625,17.175,,,1.0565625,1.125,16.755000000000006,16.05,16.755000000000006,16.05,aws,0.94,17.95,Oh!,google,,,
108,5022-001012-01-20180111-0604-10,5022-001012-01-20180111-0604,10,/home/prad/datasets/phonation_data/5022-001012-01-20180111-0604-10.wav,phonation,"Say ""aaah""",1.45267,19.42804,vad_analysis,10,10,speech,en-us,5022-001012-01-20180111-0604,10.0,13.455,17.924999999999994,4.0,0.0,0.4837500000000006,0.0,0.1162988115449918,0.0,19.1359375,19.38,1.4659375000000008,1.455,17.67,17.924999999999994,15.614999999999997,17.924999999999994,,,14.715,16.575000000000006,2.0,1.0,0.5925000000000011,0.7199999999999989,0.070518266779949,0.0426257459505539,19.1359375,19.05,,,1.4809375000000005,1.455,17.655,17.595,16.41,16.845000000000002,aws,,,,google,,,
109,5022-002061-26-20180405-1120-10,5022-002061-26-20180405-1120,10,/home/prad/datasets/phonation_data/5022-002061-26-20180405-1120-10.wav,phonation,"Say ""aaah""",0.5595,4.90342,vad_analysis,10,10,speech,en-us,5022-002061-26-20180405-1120,10.0,4.23,4.199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.7815625000000015,4.77,0.5515625000000002,0.57,4.23,4.199999999999998,4.23,4.199999999999998,,,4.23,4.155,0.0,0.0,0.0,0.0,0.0,0.0,4.7815625000000015,4.71,,,0.5515625000000002,0.555,4.23,4.155,4.23,4.155,aws,0.64,7.65,Uh huh.,google,,,
110,5022-001004-01-20180726-0845-10,5022-001004-01-20180726-0845,10,/home/prad/datasets/phonation_data/5022-001004-01-20180726-0845-10.wav,phonation,"Say ""aaah""",0.71906,16.0221,vad_analysis,10,10,speech,en-us,5022-001004-01-20180726-0845,10.0,15.15,15.165,0.0,1.0,0.0,0.39,0.0,0.026615969581749,15.9235,15.915,0.7734999999999994,0.135,15.15,15.78,15.15,15.36,,,15.15,8.985,0.0,3.0,0.0,0.6949999999999997,0.0,0.1842439644218552,15.9235,12.75,,,0.7734999999999994,0.945,15.15,11.805,15.15,9.63,aws,0.0,16.05,Tokyo.,google,0.0,0.5,Go.
111,5022-002068-06-20180821-1108-10,5022-002068-06-20180821-1108,10,/home/prad/datasets/phonation_data/5022-002068-06-20180821-1108-10.wav,phonation,"Say ""aaah""",1.14223,6.8231600000000014,vad_analysis,10,10,speech,en-us,5022-002068-06-20180821-1108,10.0,5.64,5.625,0.0,0.0,0.0,0.0,0.0,0.0,6.772687499999999,6.765,1.1326874999999994,1.14,5.64,5.625,5.64,5.625,,,5.64,3.555,0.0,1.0,0.0,0.3149999999999995,0.0,0.0614973262032086,6.772687499999999,6.735,,,1.1326874999999994,1.125,5.64,5.61,5.64,5.265,aws,0.94,7.06,Uh oh.,google,,,
112,5022-001051-09-20181023-1215-10,5022-001051-09-20181023-1215,10,/home/prad/datasets/phonation_data/5022-001051-09-20181023-1215-10.wav,phonation,"Say ""aaah""",0.47834,17.52346,vad_analysis,10,10,speech,en-us,5022-001051-09-20181023-1215,10.0,17.07,16.965,0.0,0.0,0.0,0.0,0.0,0.0,17.4845,17.46,0.4145000000000003,0.495,17.07,16.965,17.07,16.965,,,17.07,14.325,0.0,1.0,0.0,0.4949999999999992,0.0,0.0348953140578265,17.4845,15.54,,,0.4145000000000003,0.495,17.07,15.045,17.07,14.52,aws,0.14,15.24,Oh!,google,,,
113,5022-002061-34-20180816-1248-10,5022-002061-34-20180816-1248,10,/home/prad/datasets/phonation_data/5022-002061-34-20180816-1248-10.wav,phonation,"Say ""aaah""",0.68515,14.04371,vad_analysis,10,10,speech,en-us,5022-002061-34-20180816-1248,10.0,13.275,5.924999999999999,0.0,4.0,0.0,0.2925,0.0,0.0970654627539504,14.0053125,13.995,0.7303125000000001,0.705,13.275,13.29,13.275,11.999999999999998,,,13.275,9.255,0.0,3.0,0.0,0.79,0.0,0.1943127962085308,14.0053125,13.47,,,0.7303125000000001,0.81,13.275,12.66,13.275,10.2,aws,,,,google,,,
114,5022-002068-10-20181019-1006-10,5022-002068-10-20181019-1006,10,/home/prad/datasets/phonation_data/5022-002068-10-20181019-1006-10.wav,phonation,"Say ""aaah""",2.3990400000000003,27.660740000000004,vad_analysis,10,10,speech,en-us,5022-002068-10-20181019-1006,10.0,24.75,25.08,0.0,0.0,0.0,0.0,0.0,0.0,27.198,27.48,2.4480000000000004,2.4,24.75,25.08,24.75,25.08,,,25.005,23.22,0.0,1.0,0.0,0.375,0.0,0.0165542611894543,27.45300000000001,26.94,,,2.4480000000000004,2.475,25.005,24.465,25.005,24.06,aws,,,,google,,,
115,5022-002063-08-20181022-1219-10,5022-002063-08-20181022-1219,10,/home/prad/datasets/phonation_data/5022-002063-08-20181022-1219-10.wav,phonation,"Say ""aaah""",0.01834,21.83229,vad_analysis,10,10,speech,en-us,5022-002063-08-20181022-1219,10.0,22.26,6.84,0.0,9.0,0.0,0.3316666666666662,0.0,0.1476190476190475,22.37825,22.305,0.1182500000000002,0.255,22.26,22.05,22.26,18.795,,,22.26,4.5150000000000015,0.0,11.0,0.0,0.6231818181818185,0.0,0.3258503401360545,22.37825,22.32,,,0.1182500000000002,0.27,22.26,22.05,22.26,14.865,aws,0.24,22.46,"Oh, oh!",google,,,
116,5022-002070-02-20180423-0800-10,5022-002070-02-20180423-0800,10,/home/prad/datasets/phonation_data/5022-002070-02-20180423-0800-10.wav,phonation,"Say ""aaah""",3.78833,15.47011,vad_analysis,10,10,speech,en-us,5022-002070-02-20180423-0800,10.0,4.800000000000002,11.61,5.0,2.0,0.6989999999999995,1.4775,0.2647058823529408,0.1959064327485379,14.358249999999998,15.39,0.5882500000000004,0.0,13.769999999999998,15.39,10.125000000000004,12.375000000000002,,,8.745000000000001,10.95,2.0,2.0,1.5150000000000006,1.5,0.2189160467587672,0.2085889570552148,14.70325,15.27,,,0.5882500000000004,0.6,14.115,14.67,11.025000000000002,11.61,aws,0.0,15.54,do it again now? Uh huh.,google,0.5,1.1,Do it again.
117,5022-001004-02-20180725-0844-10,5022-001004-02-20180725-0844,10,/home/prad/datasets/phonation_data/5022-001004-02-20180725-0844-10.wav,phonation,"Say ""aaah""",1.00626,15.20686,vad_analysis,10,10,speech,en-us,5022-001004-02-20180725-0844,10.0,14.174999999999995,14.085,1.0,2.0,0.5399999999999991,0.7124999999999995,0.0378863409770688,0.0927835051546392,16.034000000000002,16.065,0.989,0.06,15.044999999999998,16.005000000000006,14.474999999999998,14.52,,,14.159999999999997,10.86,1.0,3.0,0.5549999999999997,0.6450000000000001,0.0388833499501496,0.1485148514851485,16.034000000000002,14.655,,,0.989,1.02,15.044999999999998,13.635,14.459999999999996,11.61,aws,0.0,16.15,Dio you are not.,google,0.0,0.4,Go.
118,5022-001008-13-20181017-0825-10,5022-001008-13-20181017-0825,10,/home/prad/datasets/phonation_data/5022-001008-13-20181017-0825-10.wav,phonation,"Say ""aaah""",0.78514,25.96622,vad_analysis,10,10,speech,en-us,5022-001008-13-20181017-0825,10.0,25.155,25.005,0.0,0.0,0.0,0.0,0.0,0.0,25.938125,25.875,0.7831250000000005,0.87,25.155,25.005,25.155,25.005,,,25.17,9.87,0.0,3.0,0.0,0.6999999999999998,0.0,0.0883242589231697,25.953125,25.8,,,0.7831250000000005,1.005,25.17,24.795,25.17,22.60500000000001,aws,0.24,25.72,Uh huh. All right.,google,,,
119,5022-002061-26-20171219-1018-10,5022-002061-26-20171219-1018,10,/home/prad/datasets/phonation_data/5022-002061-26-20171219-1018-10.wav,phonation,"Say ""aaah""",2.39105,12.70737,vad_analysis,10,10,speech,en-us,5022-002061-26-20171219-1018,10.0,8.325000000000001,9.465,1.0,1.0,0.134999999999998,0.209999999999999,0.0184873949579831,0.0236686390532544,11.388125,12.495,2.463125,2.355,8.924999999999997,10.14,8.76,9.9,,,8.985,4.92,0.0,1.0,0.0,0.6750000000000007,0.0,0.0780730897009966,11.433125,11.445,,,2.448125,2.415,8.985,9.03,8.985,8.325000000000001,aws,1.14,12.56,uh huh. Correct.,google,,,
120,5022-001006-07-20180706-1030-10,5022-001006-07-20180706-1030,10,/home/prad/datasets/phonation_data/5022-001006-07-20180706-1030-10.wav,phonation,"Say ""aaah""",1.05733,11.15285,vad_analysis,10,10,speech,en-us,5022-001006-07-20180706-1030,10.0,10.005,10.005,0.0,0.0,0.0,0.0,0.0,0.0,11.0756875,11.055,1.0706875,1.05,10.005,10.005,10.005,10.005,,,10.005,9.015,0.0,0.0,0.0,0.0,0.0,0.0,11.0756875,10.11,,,1.0706875,1.095,10.005,9.015,10.005,9.015,aws,0.94,11.26,Oh!,google,,,
121,5022-001010-01-20180306-1106-10,5022-001010-01-20180306-1106,10,/home/prad/datasets/phonation_data/5022-001010-01-20180306-1106-10.wav,phonation,"Say ""aaah""",0.28728,10.48223,vad_analysis,10,10,speech,en-us,5022-001010-01-20180306-1106,10.0,10.095,10.14,0.0,0.0,0.0,0.0,0.0,0.0,10.3885625,10.425,0.2935625000000001,0.285,10.095,10.14,10.095,10.14,,,10.125,7.125,0.0,1.0,0.0,1.0950000000000006,0.0,0.1122754491017964,10.4035625,10.335,,,0.2785624999999996,0.315,10.125,10.02,10.125,8.895000000000003,aws,0.14,12.05,Hmm. Okay.,google,,,
122,5022-034098-06-20180806-0732-10,5022-034098-06-20180806-0732,10,/home/prad/datasets/phonation_data/5022-034098-06-20180806-0732-10.wav,phonation,"Say ""aaah""",0.74779,10.4254,vad_analysis,10,10,speech,en-us,5022-034098-06-20180806-0732,10.0,9.645,8.835,0.0,0.0,0.0,0.0,0.0,0.0,10.3855625,9.585,0.7405624999999998,0.75,9.645,8.835,9.645,8.835,,,9.645,8.01,0.0,0.0,0.0,0.0,0.0,0.0,10.3855625,8.76,,,0.7405624999999998,0.75,9.645,8.01,9.645,8.01,aws,0.64,10.27,Oh!,google,,,
123,5022-002061-09-20171214-1011-10,5022-002061-09-20171214-1011,10,/home/prad/datasets/phonation_data/5022-002061-09-20171214-1011-10.wav,phonation,"Say ""aaah""",0.50011,17.180229999999998,vad_analysis,10,10,speech,en-us,5022-002061-09-20171214-1011,10.0,16.605,16.545,0.0,0.0,0.0,0.0,0.0,0.0,17.1188125,17.085,0.5138124999999993,0.54,16.605,16.545,16.605,16.545,,,16.59,11.715,0.0,4.0,0.0,0.6525000000000003,0.0,0.1647058823529411,17.1038125,17.1,,,0.5138124999999993,0.525,16.59,16.575000000000006,16.59,13.845000000000002,aws,,,,google,,,
124,5022-001057-06-20180904-0959-10,5022-001057-06-20180904-0959,10,/home/prad/datasets/phonation_data/5022-001057-06-20180904-0959-10.wav,phonation,"Say ""aaah""",1.28673,26.07211,vad_analysis,10,10,speech,en-us,5022-001057-06-20180904-0959,10.0,24.495,24.63000000000001,0.0,0.0,0.0,0.0,0.0,0.0,25.77137500000001,25.92,1.2763750000000007,1.29,24.495,24.63000000000001,24.495,24.63000000000001,,,24.495,21.705,0.0,1.0,0.0,0.3299999999999983,0.0,0.0161834120026972,25.77137500000001,23.535,,,1.2763750000000007,1.29,24.495,22.245,24.495,21.885,aws,,,,google,,,
